mergeid,sample,int_date,phase,fcall,attempts,refusal,stimes,ilang,p1version,cregion,state,density,usr,scregion,sstate,susr,igender,irace,llitext1,llitext2,qs1,cpitext1,cpitext2,qa1,qa1a,qb2,qb3,qb4,qa12,qa14a,qa14b,qa14c,qa14d,qa14e,qa15a,qa15b,qb18a,qb18b,q25a,q25b,q25c,q25d,q25f,q25g,q25i,q25k,q25n,q25p,qa26,qa27,qb27,qb28,qb29,qa30,qb30,qb31,oftvote,qb32,qb33,qb33a,cheat,qa36a,qa36b,qa36c,qa36d,qa37a,qa37b,qa37c,qa37d,q40,qb42a,qb42b,qb42c,qb42d,qb46,q50r,q50u,q50y,q50aa,q50cc,q50ee,q50hh,qbx,qe2,qe1,qe3,employ1,employ7,qe11,q51jj,q51ll,q51mm,q51nn,q51pp,q51qq,q51rr,qb52,qb52x,qb53a,qb53b,qb53c,qb54,qb54a,qb55a,qb55b,qa62,qa77,qa77a,qa77b,qa78,qb80,qa126,qa126a,qa126b,qa127,qa128,qa129,qa143,ideoconsist,typogroups,sex,age,educ2,hisp,racecmb,racethn,racethn2,birth_hisp,usborn,marital,citizen,relig,chr,born,attend,income,inchi,reg,party,partyln,partystr,partysum,qb166,qb167,qa168,qa169,ideo,partyideo,hh1,hh3,adults,child,ql1,ql1a,qc1,ll,cp,money2,ckinfo,iphoneuse,hphoneuse,weight
1219294,2,61817,1,170614,7,1,7,2,2,3,37,4,U,3,37,,2,3, , ,2,2,2,9, , , , ,2,1,1,2,1,2,8,2, , ,1,1,2,1,1,1,2,1,2, ,1,3, , , ,3, , ,2, , , , ,2,2,9,1,9,2,2,2,3, , , , , ,1,2,1,2,9,2,9, , , , , , , ,2,1, ,5, , , , , , , , , , , , ,1,1,1, ,1, ,1,1, ,2,3,4,1,-2,5,2,33,1,1,1,3,4,3, ,1,2,2, ,9,1,1, ,3,2, ,2,2, , , ,9,3,4,4,2,2,2, , ,2,0,1,9, ,3,3,7.806451612903226
1219318,2,61617,1,170614,3,0,3,1,2,3,12,4,S,3,12,,2,9, , ,2,1,1,1,2, , , ,1,1,1,2,2,2,2,3, , ,1,2,2,1,1,1,2,1,2, ,2,1, , , ,2, , ,2, , , , ,2,2,1,1,1,2,2,1,1, , , , , ,1,1,2,1,1,1,2, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,1,2, ,9, ,1,2, ,1,1,3,1,-2,5,1,43,6,1,5,3,3,1, ,1, ,2, ,2,5,9,2,1,3,1, ,1, , ,2, ,3,3,4,1,1,3, , ,2,0,1,9, ,3,3,2.096774193548387
1219331,2,61417,1,170614,1,0,1,1,2,1,34,4,S,1,34,,2,1, , ,2,1,1,1,1, , , ,1,9,2,2,2,2,2,4, , ,1,2,1,2,2,9,2,2,1, ,9,1, , , ,2, , ,3, , , , ,9,2,9,2,1,2,1,2,1, , , , , ,1,1,1,1,1,2,9, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,9, , ,1, ,1,1, ,9,2,1,1,3,6,1,46,3,2,1,1,1, ,1,1, ,2, ,9,2,8, ,1,3,1, ,1, , ,9, ,2,3,3,2,2,1, , ,2,0,1,9, ,3,3,5.387096774193548
1219338,2,61417,1,170614,1,0,1,1,2,3,13,3,U,3,13,,1,2, , ,2,1,1,2,1, , , ,2,1,1,1,1,1,3,2, , ,1,1,5,5,1,1,2,1,1, ,1,2, , , ,2, , ,1, , , , ,2,2,1,1,2,2,2,1,1, , , , , ,2,2,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,9, ,1,3,2,9,-4,2,2,64,3,2,2,2,2, ,1,3, ,1, ,1,2,8, ,1,2, ,2,2, , , ,1,3,4,2,1,1,1, , ,1,1,1,9, ,2,2,3.2258064516129035
1219341,2,61417,1,170614,1,0,1,1,2,3,51,1,R,3,51,,2,4, , ,2,2,2,1,1, , , ,1,3,3,1,2,2,1,4, , ,2,2,2,1,2,2,2,2,5, ,2,3, , , ,2, , ,3, , , , ,2,1,2,1,1,2,2,1,4, , , , , ,2,1,2,2,2,2,1, , , , , , , ,2,2, ,1, , , , , , , , , , , , ,2,1,9, ,1, ,1,2, ,2,9,2,9,-3,7,1,62,4,2,1,1,1, ,1,2, ,1, ,1,4,1, ,3,1, ,2,1, , ,2, ,2,1,1, ,1,0, , ,2,0,1,1,1,3,3,2.225806451612903
1219361,2,61517,1,170614,2,0,2,1,2,2,39,4,S,2,39,,2,4, , ,2,2,2,1,1, , , ,2,2,2,2,3,2,2,3, , ,1,2,1,5,2,2,1,1,2, ,2,2, , , ,2, , ,1, , , , ,2,2,9,1,1,2,1,2,1, , , , , ,1,9,2,2,2,1,2, , , , , , , ,2,2, ,1, , , , , , , , , , , , ,1,2, ,1,1, ,2, ,2,9,3,4,1,8,8,1,73,8,9,9,9,9, ,1,6, ,1, ,1,1,6, ,1,9,1, ,1, , ,2, ,2,9,1, ,1,0, , ,2,0,1,9, ,3,3,1.5161290322580645
1219365,2,61417,1,170614,1,0,1,1,2,3,51,5,U,3,51,,1,4, , ,2,1,1,2,1, , , ,2,1,2,1,1,2,4,2, , ,1,2,2,1,1,2,2,2,1, ,1,2, , , ,2, , ,1, , , , ,1,2,1,2,2,1,2,1,2, , , , , ,1,1,2,1,1,2,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,1,1,2, ,2, ,1,1, ,1,3,2,2,-2,3,2,45,3,2,2,2,2, ,1,6, ,12, , ,6,5, ,1,2, ,1,2, , , ,2,3,4,2,1,1,1, , ,2,0,1,1,1,3,3,8.161290322580644
1219386,2,61417,1,170614,1,0,1,1,2,2,26,2,S,2,26,,2,2, , ,2,1,1,1,1, , , ,1,2,1,1,1,2,2,2, , ,1,2,5,9,2,5,1,1,1, ,1,2, , , ,1, , ,1, , , , ,2,1,1,1,2,2,1,1,1, , , , , ,1,2,2,2,2,5,1, , , , , , , ,2,1, ,1, , , , , , , , , , , , ,1,1,1, ,1, ,2, ,2,3,3,4,1,5,7,2,76,5,2,1,1,1, ,1,3, ,1, ,1,1,3, ,1,1, ,2,1, , ,1, ,2,1,1, ,1,0, , ,1,1,1,9, ,2,2,1.2258064516129032
1219434,2,61817,1,170614,5,0,5,1,2,3,51,1,R,3,51,,2,2, , ,2,2,2,1,1, , , ,1,2,1,1,1,2,2,3, , ,1,2,1,2,2,1,1,1,2, ,2,2, , , ,2, , ,1, , , , ,2,1,2,1,1,2,1,2,1, , , , , ,1,2,1,2,2,1,1, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,1,2, ,1,1, ,2, ,2,2,4,3,1,8,8,1,65,6,2,1,1,1, ,1,1, ,1, ,1,2,7, ,1,3,1, ,1, , ,1, ,2,3,2,2,2,0, , ,2,0,1,9, ,3,3,1.4193548387096775
1219442,2,61417,1,170614,2,0,2,1,2,3,37,2,S,3,37,,2,2, , ,2,1,1,9, , , , ,1,1,1,1,1,2,3,2, , ,1,2,2,1,1,2,1,2,1, ,1,2, , , ,2, , ,1, , , , ,9,2,9,2,9,1,9,1,1, , , , , ,2,1,2,2,2,2,2, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,1,9, ,2, ,1,2, ,1,9,1,2,-2,6,1,50,6,2,2,2,2, ,1,1, ,1, ,1,2,9,1,1,1, ,1,1, , ,1, ,3,2,3,3,3,0, , ,1,1,1,9, ,2,2,1.806451612903226
1219448,2,61417,1,170614,1,0,1,1,2,2,39,4,S,2,39,,2,2, , ,2,2,2,2,1, , , ,1,1,2,1,2,1,4,2, , ,2,1,2,1,1,1,2,1,1, ,2,1, , , ,2, , ,1, , , , ,1,2,1,2,2,1,1,1,1, , , , , ,2,1,1,2,1,2,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,2,2,-10,1,1,58,8,2,9,9,9, ,1,1, ,5, , ,4,7, ,1,2, ,1,2, , , ,1,5,5,2,2,2,0, , ,1,1,1,9, ,2,2,1.2580645161290323
1219449,2,61417,1,170614,1,0,1,1,2,3,12,4,U,3,12,,2,2, , ,2,1,1,1,1, , , ,2,2,1,2,1,2,2,3, , ,5,2,5,2,5,1,1,1,2, ,2,1, , , ,2, , ,1, , , , ,2,1,2,1,1,2,1,1,1, , , , , ,1,1,1,2,2,1,2, , , , , , , ,2,2, ,1, , , , , , , , , , , , ,2,2, ,1,1, ,2, ,2,2,3,3,1,3,8,2,74,3,1,1,3,4,3, ,5,1,2, ,2,1,6, ,1,3,1, ,1, , ,2, ,2,3,1, ,1,0, , ,1,1,1,9, ,2,2,2.1612903225806455
1219493,2,61417,1,170612,3,0,3,1,2,2,27,5,S,2,27,,2,4, , ,2,1,1,2,1, , , ,2,2,2,1,2,1,3,3, , ,2,1,5,2,1,1,1,1,1, ,1,1, , , ,2, , ,1, , , , ,1,1,1,1,1,1,1,1,1, , , , , ,2,1,1,1,1,1,1, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,1,1, ,1, ,2, ,2,1,1,1,1,-5,2,1,78,7,2,1,1,1, ,1,1, ,5, , ,4,9,2,1,3,9, ,9, , , , ,3,3,1, ,1,0, , ,1,1,1,9, ,2,2,1
1219514,2,61517,1,170613,3,0,3,1,2,3,48,5,U,3,48,,2,2, , ,2,1,1,1,1, , , ,1,2,1,2,1,2,4,4, , ,1,2,1,2,2,2,1,1,2, ,2,1, , , ,8, , ,1, , , , ,1,2,2,2,1,2,1,2,1, , , , , ,1,2,2,1,2,2,1, , , , , , , ,2,1, ,1, , , , , , , , , , , , ,1,2, ,2,1, ,2, ,2,1,4,3,1,10,8,1,58,3,1,1,3,3,1, ,1, ,2, ,2,2,10, ,1,3,1, ,1, , ,2, ,2,3,2,2,2,0, , ,2,0,1,1,1,3,3,3.7096774193548385
1219524,2,61417,1,170608,5,0,5,1,2,3,37,2,S,3,37,,1,2, , ,2,2,2,2,1, , , ,1,2,1,1,1,1,4,1, , ,1,9,2,2,2,2,1,1,2, ,2,1, , , ,2, , ,1, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,2,1,2,1,2,2, , , , , , , ,2,2, ,2, , , , , , , , , , , , ,2,1,2, ,2, ,1,2, ,1,3,3,1,5,4,2,45,8,2,2,2,2, ,1,6, ,1, ,1,2,10, ,1,2, ,1,2, , , ,1,2,4,1, ,1,0, , ,1,1,1,1,1,2,2,1.3225806451612903
1219526,2,61417,1,170613,2,0,2,1,2,3,28,1,R,3,28,,2,2, , ,2,1,1,2,1, , , ,1,2,2,2,2,2,4,1, , ,1,2,1,1,1,1,1,2,1, ,2,2, , , ,2, , ,1, , , , ,1,2,1,2,2,2,2,1,1, , , , , ,1,1,2,2,2,1,2, , , , , , , ,2,2, ,1, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,2,2,2,0,4,2,65,5,2,2,2,2, ,1,3, ,1, ,1,2,4, ,1,2, ,1,2, , , ,1,2,4,2,2,2,0, , ,1,1,1,1,1,2,2,1.8709677419354838
1219538,2,61417,1,170613,2,0,2,1,2,3,1,3,S,3,1,,2,2, , ,2,2,2,2,1, , , ,2,1,2,1,2,1,4,2, , ,2,1,2,1,1,1,1,2,2, ,2,1, , , ,2, , ,1, , , , ,1,2,1,2,2,2,1,1,2, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,2, ,2, ,1,2, ,1,1,2,2,-6,1,1,48,6,2,1,1,1, ,1,1, ,10, , ,4,9,1,1,2, ,2,2, , , ,2,4,5,6,2,2,4, , ,2,0,1,9, ,3,3,1.8709677419354838
1219546,2,61817,1,170612,6,1,6,1,2,1,9,4,S,1,9,,1,1, , ,2,2,2,9, , , , ,1,1,1,1,1,1,4,3, , ,1,2,1,1,2,1,1,1,1, ,2,1, , , ,2, , ,1, , , , ,1,2,1,2,2,2,1,2,1, , , , , ,2,1,1,1,2,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,1,2, ,2,2, ,2, ,2,2,1,2,1,0,3,2,82,6,2,5,4,5, ,1,3, ,11,2, ,6,6, ,2,3,9, ,9, , , , ,4,3,2,2,2,0, , ,1,1,1,9, ,2,2,1.4193548387096775
1219547,2,61717,1,170612,7,1,7,2,2,1,36,5,U,1,36,,2,3, , ,2,2,2,2,2, , , ,9,3,3,1,2,2,3,2, , ,1,1,2,1,5,1,2,1,1, ,1,2, , , ,1, , ,4, , , , ,9,1,1,2,2,1,1,2,2, , , , , ,2,5,1,2,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,2, ,1,2,2,9,-6,0,2,73,1,1,5,3,4,3, ,1,1,1, ,1,1,1, ,3,3,2, ,2, , , ,1,3,3,2,2,2,0, , ,2,0,1,9, ,3,3,5.193548387096775
1219548,2,61417,1,170613,2,0,2,1,2,4,49,4,S,4,49,,2,1, , ,2,1,1,1,2, , , ,1,2,1,1,1,2,2,2, , ,2,1,2,2,2,2,2,1,2, ,2,2, , , ,1, , ,1, , , , ,2,1,1,1,1,1,1,1,2, , , , , ,2,2,1,1,2,2,1, , , , , , , ,2,2, ,1, , , , , , , , , , , , ,2,1,1, ,1, ,2, ,2,1,3,3,2,0,5,2,46,5,2,1,1,1, ,1,1, ,3, ,1,2,9,1,3,1, ,2,1, , ,1, ,1,1,3,2,2,1, , ,2,0,1,9, ,3,3,4.709677419354839
1219565,2,61617,1,170612,4,0,4,1,2,4,53,4,S,4,53,,2,1, , ,2,2,2,2,2, , , ,2,2,1,1,1,2,3,3, , ,2,2,2,1,2,1,2,1,2, ,1,1, , , ,1, , ,1, , , , ,2,1,1,1,2,1,2,1,2, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,1,1, ,1, ,1,2, ,1,1,2,2,-4,2,1,40,8,2,3,4,5, ,2,1,1,8, , ,2,9,2,1,2, ,2,2, , , ,1,4,5,4,2,2,2, , ,1,1,1,9, ,2,2,1.9354838709677418
1219578,2,61417,1,170613,2,0,2,1,2,4,4,3,S,4,4,,2,2, , ,2,1,1,1,1, , , ,1,2,1,1,1,2,2,3, , ,1,1,1,2,2,2,2,1,2, ,1,2, , , ,1, , ,2, , , , ,2,1,2,1,1,1,2,1,2, , , , , ,2,2,1,1,2,2,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,2,2, ,2,1, ,2, ,2,1,2,2,1,4,5,1,53,4,2,1,1,1, ,1,1, ,9, , ,5,9,1,1,1, ,1,1, , ,1, ,3,2,2,2,2,0, , ,2,0,1,9, ,3,3,3.7419354838709675
1219581,2,61417,1,170613,2,0,2,2,2,1,44,4,S,1,44,,1,3, , ,2,1,1,2,1, , , ,1,2,1,1,1,2,4,2, , ,1,2,1,2,1,1,2,1,1, ,1,2, , , ,2, , ,4, , , , ,1,2,1,2,2,1,1,1,1, , , , , ,2,1,2,2,1,2,1, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,2,2,1,-2,2,1,43,5,1,2,3,4,3, ,1,2,2, ,1,2,5, ,3,3,2, ,2, , , ,2,3,3,3,2,2,1, , ,1,1,1,9, ,2,2,3.7096774193548385
1219583,2,61417,1,170612,3,0,3,1,2,4,6,3,U,4,6,,1,1, , ,2,1,1,2,1, , , ,1,1,2,1,2,1,4,2, , ,2,1,2,1,1,1,2,2,2, ,1,1, , , ,2, , ,1, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,2,1,1,2,-8,1,1,41,8,2,1,1,1, ,1,1, ,11,2, ,6,9,1,1,2, ,1,2, , , ,2,4,5,4,2,2,2, , ,2,0,1,9, ,3,3,2.32258064516129
1219588,2,61817,1,170612,6,1,6,1,2,1,36,5,U,1,36,,1,1, , ,2,2,2,2,1, , , ,2,1,2,1,2,1,4,2, , ,2,1,2,1,1,1,2,1,1, ,1,2, , , ,2, , ,2, , , , ,1,2,1,2,2,1,1,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,2,1,-10,1,1,35,3,1,1,3,3,1, ,6, ,12, , ,4,4, ,1,3,2, ,2, , , ,1,4,3,1, ,1,0, , ,1,1,1,1,1,2,2,3.516129032258065
1219603,2,61417,1,170613,3,0,3,2,2,4,4,3,S,4,4,,1,3, , ,2,2,2,2,1, , , ,2,1,1,1,1,1,4,2, , ,2,1,2,1,1,1,2,1,2, ,2,3, , , ,2, , ,3, , , , ,1,2,1,2,2,1,1,1,2, , , , , ,1,1,1,2,2,2,2, , , , , , , ,1,2, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,2,3,2,-6,4,1,50,2,1,5,3,4,3, ,3,2,14, , ,4,4, ,3,2, ,2,2, , , ,2,2,4,1, ,1,0, , ,2,0,1,9, ,3,3,4.193548387096774
1219604,2,61417,1,170613,3,0,3,2,2,4,6,5,S,4,6,,1,3, , ,2,1,1,2,1, , , ,1,2,1,1,9,1,3,3, , ,2,1,1,1,2,1,2,1,1, ,1,3, , , ,8, , ,2, , , , ,2,1,1,2,1,1,1,1,3, , , , , ,2,1,2,1,1,2,2, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,2,1,1, ,1, ,1,2, ,2,3,2,2,-6,2,1,36,2,1,1,3,3,1, ,6, ,2, ,1,4,4, ,2,2, ,1,2, , , ,1,3,4,4,4,3,0, , ,2,0,1,9, ,3,3,6.548387096774193
1219606,2,61817,1,170613,6,1,6,1,2,3,11,5,U,4,8,,1,4, , ,2,1,1,9, , , , ,9,3,9,9,9,3,3,3, , ,1,2,9,2,1,1,9,2,2, ,1,1, , , ,9, , ,3, , , , ,2,2,2,1,2,2,1,2,1, , , , , ,2,1,2,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,3,1,9, ,2, ,2, ,1,1,1,1,2,0,2,2,99,8,2,1,1,1, ,1,6, ,12, , ,5,7, ,1,4,9, ,9, , , , ,2,9,1, ,1,0, , ,2,0,1,9, ,3,3,3.580645161290323
1219609,2,61417,1,170613,2,0,2,1,2,4,53,1,U,4,53,,2,4, , ,2,2,2,2,1, , , ,9,1,3,3,9,1,4,2, , ,1,1,2,1,1,1,5,2,1, ,1,2, , , ,3, , ,1, , , , ,1,2,1,2,9,1,1,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,1,1,-7,1,1,55,3,2,1,1,1, ,1,1, ,12, , ,5,8, ,1,3,2, ,2, , , ,2,3,3,2,2,2,0, , ,1,1,1,9, ,2,2,2.4193548387096775
1219611,2,61417,1,170613,2,0,2,1,2,4,8,5,U,4,8,,1,3, , ,2,2,2,2,1, , , ,2,1,1,1,2,1,4,2, , ,2,1,2,1,1,1,2,2,1, ,2,2, , , ,2, , ,1, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,1,2,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,2,2,-10,1,1,69,5,2,1,1,1, ,1,3, ,12, , ,6,2, ,1,2, ,1,2, , , ,1,5,5,2,2,2,0, , ,2,0,1,1,1,3,3,2.225806451612903
1219652,2,61417,1,170613,3,0,3,2,2,4,6,1,U,4,6,,1,3, , ,2,1,1,2,1, , , ,1,1,1,1,1,2,4,2, , ,1,1,2,1,1,1,2,1,1, ,1,3, , , ,1, , ,1, , , , ,1,2,1,2,1,1,1,1,3, , , , , ,2,1,2,2,1,2,2, , , , , , , ,2,1, ,2, , , , , , , , , , , , ,2,1,1, ,1, ,2, ,2,1,2,2,1,-8,1,2,50,2,1,5,3,4,3, ,1,1,2, ,1,1,4, ,3,3,2, ,2, , , ,2,3,3,5,3,3,2, , ,2,0,1,9, ,3,3,6.193548387096774
1219662,2,61417,1,170613,5,0,5,2,2,3,48,5,S,3,48,,2,3, , ,2,2,2,2,1, , , ,2,3,1,3,1,2,1,4, , ,1,2,2,1,2,1,2,2,1, ,1,3, , , ,2, , ,5, , , , ,9,2,2,2,1,2,1,2,2, , , , , ,2,1,2,2,2,2,2, , , , , , , ,2,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,3,4,1,-4,0,2,35,2,1,1,3,4,3, ,1,2,2, ,2,2,10, ,3,9,2, ,2, , , ,1,3,9,5,2,2,3, , ,2,0,1,9, ,3,3,8.161290322580644
1219687,2,61417,1,170613,2,0,2,1,2,2,39,5,U,2,39,,2,9, , ,2,2,2,2,1, , , ,1,1,1,9,9,1,4,1, , ,9,2,2,1,1,1,2,2,1, ,1,3, , , ,2, , ,1, , , , ,9,2,1,2,2,1,2,1,1, , , , , ,1,9,2,2,2,2,2, , , , , , , ,2,1, ,2, , , , , , , , , , , , ,1,1,1, ,2, ,1,9, ,2,9,3,2,-4,3,2,52,7,2,2,2,2, ,1,5, ,1, ,1,3,1, ,1,2, ,1,2, , , ,1,2,4,1, ,1,0, , ,2,0,1,9, ,3,3,2.903225806451613
1219700,2,61417,1,170613,2,0,2,1,2,1,42,4,S,1,42,,1,5, , ,2,1,1,2,1, , , ,1,1,1,2,2,1,4,1, , ,1,1,2,1,1,1,2,1,1, ,1,2, , , ,1, , ,1, , , , ,1,2,1,2,2,1,1,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,1,1,1, ,2, ,1,2, ,2,1,1,2,-8,2,1,58,5,2,1,1,1, ,1,1, ,1, ,2,3,7, ,1,1, ,2,1, , ,9, ,3,2,5,4,3,1, , ,1,1,1,9, ,2,2,2.258064516129032
1219704,2,61417,1,170613,2,0,2,1,2,2,26,3,S,2,26,,1,3, , ,2,2,2,1,2, , , ,1,1,1,1,2,2,2,3, , ,1,2,1,2,1,1,1,1,1, ,1,1, , , ,2, , ,1, , , , ,1,2,1,2,1,2,1,2,1, , , , , ,2,1,1,1,1,2,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,3,2, ,1,2, ,1,2, ,2,1,3,2,0,6,2,18,4,1,1,3,3,1, ,6, ,1, ,1,3,9,2,2,1, ,2,1, , ,1, ,3,2,2,2,2,0, , ,1,1,1,9, ,2,2,5.290322580645161
1219705,2,61417,1,170613,2,0,2,1,2,4,49,4,S,1,25,,1,3, , ,2,2,2,2,1, , , ,1,2,2,2,2,2,4,2, , ,2,1,2,1,1,1,2,1,1, ,1,1, , , ,2, , ,1, , , , ,1,2,1,2,2,1,1,1,1, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,3,1,1, ,2, ,1,2, ,3,1,1,2,-10,1,2,42,8,2,1,1,1, ,1,1, ,12, , ,6,9,1,1,2, ,1,2, , , ,2,4,5,5,2,2,3, , ,1,1,1,9, ,2,2,2.4838709677419355
1219718,2,61517,1,170613,5,0,5,1,2,1,36,5,U,1,36,,1,4, , ,2,1,1,9, , , , ,2,9,1,2,1,2,8,8, , ,1,5,2,1,1,1,2,1,1, ,1,2, , , ,8, , ,5, , , , ,9,9,9,9,9,9,9,9,4, , , , , ,1,9,2,2,9,2,2, , , , , , , ,9,1, ,9, , , , , , , , , , , , ,9,1,1, ,2, ,1,9, ,1,9,9,9,-4,0,1,25,3,2,4,4,5, ,1,6, ,12, , ,1,5, ,9,9,9, ,9, , , , ,9,9,1, ,1,0, , ,2,0,1,9, ,3,3,5.32258064516129
1219723,2,61417,1,170613,2,0,2,1,2,4,6,3,S,1,36,,2,2, , ,2,2,2,2,1, , , ,2,2,2,1,2,1,2,2, , ,2,2,2,1,1,1,1,1,1, ,1,1, , , ,2, , ,1, , , , ,1,1,1,2,1,1,2,1,1, , , , , ,1,1,1,1,2,1,2, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,1,1, ,2, ,2, ,2,2,2,4,1,-4,4,1,49,8,2,1,1,1, ,1,3, ,5, , ,3,9,1,2,1, ,2,1, , ,1, ,3,2,4,2,2,2, , ,1,1,1,9, ,2,2,1.1935483870967742
1219725,2,61417,1,170613,2,0,2,1,2,3,13,4,S,3,13,,2,9, , ,2,2,2,2,1, , , ,2,1,2,2,2,2,1,4, , ,2,1,2,1,2,2,2,1,2, ,9,3, , , ,2, , ,2, , , , ,2,1,1,1,1,2,2,2,4, , , , , ,2,9,2,2,1,2,2, , , , , , , ,1,1, ,1, , , , , , , , , , , , ,2,1,1, ,2, ,2, ,2,2,4,2,9,-3,5,1,45,6,2,2,2,2, ,1,6, ,1, ,1,2,3, ,3,1, ,1,1, , ,2, ,5,2,3,3,3,0, , ,2,0,1,9, ,3,3,2
1219733,2,61617,1,170609,7,1,7,1,2,1,34,5,S,1,34,,2,3, , ,2,1,1,9, , , , ,2,2,1,2,2,2,8,8, , ,1,5,1,2,2,9,9,1,2, ,1,3, , , ,1, , ,5, , , , ,2,2,2,2,2,2,1,2,4, , , , , ,5,1,2,1,1,1,1, , , , , , , ,1,2, ,1, , , , , , , , , , , , ,1,9, , ,1, ,2, ,1,1,9,1,2,4,0,1,99,8,2,9,9,9, ,1,2, ,12, , ,5,9,2,3,3,9, ,9, , , , ,3,3,5,5,3,0, , ,2,0,1,9, ,3,3,2.1935483870967745
1219791,2,61417,1,170614,1,0,1,1,2,3,21,2,U,3,21,,2,9, , ,2,2,2,2,1, , , ,2,9,2,3,2,2,4,3, , ,1,2,2,1,1,1,2,2,1, ,2,1, , , ,2, , ,2, , , , ,1,2,1,2,1,2,1,1,2, , , , , ,2,1,1,1,1,1,2, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,2, ,1,1,4,2,-6,1,2,35,5,2,2,2,2, ,1,1, ,99,2, ,4,8, ,1,2, ,2,2, , , ,2,5,5,7,4,3,3, , ,1,1,1,9, ,2,2,7.806451612903226
1219806,2,61517,1,170614,3,0,3,1,2,2,27,5,U,2,27,,2,1, , ,2,2,2,1,1, , , ,1,3,1,2,2,2,2,3, , ,1,2,5,2,5,5,5,1,9, ,2,2, , , ,1, , ,1, , , , ,2,1,2,1,1,2,1,2,1, , , , , ,1,2,1,2,9,2,9, , , , , , , ,2,1, ,1, , , , , , , , , , , , ,1,9, , ,1, ,2, ,2,1,4,4,1,5,8,2,99,4,2,1,1,1, ,1,5, ,1, ,1,1,10, ,1,1, ,1,1, , ,1, ,1,1,3,3,3,0, , ,1,1,1,9, ,2,2,8.161290322580644
1219815,2,61417,1,170614,1,0,1,1,2,3,5,2,S,3,5,,2,2, , ,2,2,2,2,2, , , ,1,1,2,2,3,2,2,4, , ,1,2,1,2,1,1,2,1,2, ,1,1, , , ,2, , ,1, , , , ,2,1,1,1,1,1,1,1,1, , , , , ,1,1,1,1,2,2,1, , , , , , , ,1,1, ,2, , , , , , , , , , , , ,2,1,1, ,2, ,1,1, ,1,1,2,1,2,8,1,74,8,2,1,1,1, ,1,3, ,5, , ,5,8, ,1,3,1, ,1, , ,2, ,3,3,1, ,1,0, , ,1,1,1,9, ,2,2,1
1219837,2,61417,1,170614,1,0,1,1,2,2,26,2,U,2,26,,2,1, , ,2,2,2,2,1, , , ,1,1,1,1,2,1,3,1, , ,2,2,2,2,9,9,2,1,1, ,1,2, , , ,2, , ,1, , , , ,1,2,1,2,2,1,2,1,1, , , , , ,2,2,2,2,2,2,2, , , , , , , ,2,2, ,2, , , , , , , , , , , , ,1,1,2, ,2, ,1,1, ,2,3,4,1,-2,4,2,65,5,2,2,2,2, ,1,6, ,1, ,2,3,3, ,1,2, ,1,2, , , ,1,1,4,1, ,1,0, , ,2,0,1,1,1,3,3,2.935483870967742
